description,price,rooms,area,location,floor
IŞIL EMLAKTAN PALMIYE EVLERINDE 3+1 FULL ACIL SATILIK DAIRE,2650000.0,3,145,9,0
 YUCE EMLAK TAN  SATILIK   3+1  DAİRE,1450000.0,3,106,10,1
 ETİMESGUT ALSANCAK MAH. YÜKSEK GİRİŞ SATILIK 2+1 DAİRE ,1449000.0,2,95,2,0
YCL DEN ZAFERTEPE DE SATILIK 3+1 TERS DUBLEKS,2200000.0,3,135,10,0
"KEÇİÖRENDE 5+1 İSKANLI0,99 KREDİ İMKANIYLA 0,99 DUBLEKS DAİRE",2799000.0,5,350,4,5
 YENİMAHALLE IŞINLARDA YENİ BİNADA 3+1 ULTRA LÜX SATILIK DUBLEX,4230000.0,3,160,9,3
 YUNUS EMRE CAD. DANIŞMENT GÖBEK YAKINI 2+1 KAT KONUMLU BALKONLU,1200000.0,2,115,4,1
SİNCAN PINARBAŞI MAH 3+1 ARA KATTA ÖN CEPHE  BAĞIMSIZ DAİRE,1919000.0,3,120,8,2
 ANKARA İNCİRLİDE BAĞIMSIZ LÜKS YAPILI CADDE ÜZERİ KOMŞUDAN,2649000.0,3,135,4,2
 ꧁꧂EMRE EMLAKTAN꧁꧂PLEVNE'DE FULL+FULL YAPILI ARAKATTA 3+1 SATILIK...,1859000.0,3,110,8,2
 SR EMLAK'TAN SİNCAN SARAYCIK TOKİ' DE 3+1 135m² ARA KATTA ASANSÖ...,2900000.0,3,140,8,1
" LEVENT'TEN ÇETİNEMEÇ- HAKİMEVİ YAKINI 4+1,130M2 AMERİKAN MUTFAK ...",2890000.0,4,130,10,2
SİNCAN ATATÜRK MAH 4+1  MASRAFSIZ GENİŞ KATTA ÖN CEPHE DAİRE,1919000.0,4,150,8,3
" LEVENT'TEN DİKMEN VADİSİ - İLKER CADDE YAKINI 3+1,120M2 KATTA ÖN...",3190000.0,3,120,10,2
" NEXUS'DAN YEŞİLOVA'DA SATILIK 3+1 ASANSÖRLÜ, SIFIR, SÜPER LÜKS D...",2650000.0,3,110,2,0
 MARQA'DAN ETLİK MERKEZİ KONUMDA BAĞIMSIZ ULTRA LÜX YAPILI 3+1 !!,3450000.0,3,130,4,1
 BAHÇELİEVLERDE MİLLİ KÜTÜPHANEYE YAKIN   2+1 2.KATTA ,2900000.0,2,100,10,2
 ꧁꧂EMRE EMLAKTAN꧁꧂MAREŞALÇAKMAK'TA ANA CADDE ÜZERİ YAPILI 3+1 SAT...,1700000.0,3,130,8,4
 Ayvalı Kardeşlerde Katta Tek Daire Yapılı 4+1,3950000.0,4,200,4,2
 NEXUS'DAN AYYILDIZ'DA SATILIK 3+1 DAİRE!,2575000.0,3,110,2,4
 SR EMLAKTAN SİNCAN ATATÜRK MAH'DE 2+1 100m² KATTA BAĞIMSIZ ASANS...,1895000.0,2,110,8,4
 SR EMLAK'TAN SİNCAN ATATÜRK MAH'DE 3+1 120 m² ARA KATTA MANTOLAM...,1559000.0,3,125,8,2
" LEVENT'TEN PANORA AVM-TRT YAKINI SİTE İÇERİSİNDE 3+1,128M2 ARA K...",3300000.0,3,128,10,6
 ÇANKAYA ALACAATLI'DA MERKEZİ KONUMDA GENİŞ ÖNÜ AÇIK 4+1 FIRSAT D...,6350000.0,4,210,10,5
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1299000.0,3,130,8,0
 CİHAN DAN KARAKEÇİLİ CADDESİ OKULLAR BÖLGESİ SIFIR KATTA DAİRE,2580000.0,3,135,4,3
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1848000.0,3,130,8,2
POLATLI KARTALTEPE ALIŞVERİŞ VE YAŞAM MERKEZİNDE SATILIK DAİRE,2249000.0,3,161,6,12
Ş.G GAYRİMENKUL'DEN ŞEHİTLİK KAŞINDA 4+1 SATILIK DAİRE,2520000.0,4,180,6,2
Ş.G GAYRİMENKUL'DEN ŞEHİTLİK MAH 3+1 SATILIK DAİRE,1550000.0,3,150,6,5
Ş.G GAYRİMENKUL'DEN ŞEHİTLİK MAH 3+1 SATILIK DAİRE,1550000.0,3,150,6,5
MEV ANKARA'DAN ALTIAĞAÇ TOKİ'DE 2+1 DAİRE,1150000.0,2,80,5,0
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1548000.0,3,130,8,3
GOLD TAN YOZGAT BUL KENARI SİTE İÇİ TAKASA UYGUN ACİL 4+1 DAİRE_,5500000.0,4,215,4,6
ETLİK BAĞCI CAD ÜZERİ BAĞIMSIZ GENİŞ UYGUN FİYATA ACİL 3+1 DAİRE,1545000.0,3,135,4,0
▆▇█▓ZİRVE▓█▇▆1080 CADDE ÜZERİ ORMAN MANZARALI FUL+FUL 3+1 DAİRE,2279000.0,3,135,5,3
▆▇█▓ZİRVE▓█▇▆YILIN FIRSATI DOĞUKENT CAD YANI G.BATI 3+1MASRAFSIZ,2049000.0,3,135,5,3
▆▇█▓ZİRVE▓█▇▆FIRSATT AKŞEMSETTİN MAH ARA KAT MASRAFSIZ 2+1 DAİRE,1571000.0,2,115,5,1
ANKARA EMLAK'TAN AŞIKPAŞA'DA SABAH SOKAKTA SATILIK DAİRE,2200000.0,2,85,10,0
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE UYGUN SIFIR DAİRE,2900000.0,3,145,8,4
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE UYGUN SIFIR DAİRE,2690000.0,3,137,8,1
BARUT EMLAK'tan HASTANE YAKINI TERAS BALKONLU 4+1 SİTE DAİRESİ,3750000.0,4,190,7,1
BARUT'tan KAPALI OTOPARKLI LÜKS DİZAYN ULTRA LÜKS SİTE DAİRESİ,3990000.0,4,200,7,1
BARUT'TAN LÜKS DİZAYN E. BANYOLU ASANSÖR 4+1 SIFIR ARA KAT DAİRE,3750000.0,4,150,7,2
ALTINDAĞ FERİDUNÇELİK MAH 4 CADDE 4CÜ KAT YAKINI YAPILI SIFIR SAT...,2300000.0,3,145,0,4
ÇOK ACİL'DE HİSAR MH KATTA ASANSÖRLÜ FULL+FULL YAPILI ARAKAT 3+1,2199000.0,3,125,4,2
KABİL CD 3+1 BAĞIMSIZ YALITIMLI İYİ PARTİ YANI OFİSE KONUTA,2980000.0,3,135,10,3
ÖVEÇLER 1059 CD 3+1 BALKONLU KOT 1,2100000.0,3,130,10,1
KEKLİKPINAR'DA ŞEHİR MANZARALI TERASLI 3+1 SATILIK DAİRE,3000000.0,3,115,10,3
ETİMESGUT İSTASYON CAD. ÜZERİ MANZARALI 2+1 SATILIK SIFIR DAİRE,3400000.0,2,91,2,2
ELİTTEN 4+1 ÜMİTKÖY GORDİON METROYANI BÖLGENİN EN BÜYÜK DAİRESİ,9400000.0,4,250,10,9
"MUSTAFA KEMAL MAHALLESİ , SATILIK LÜKS 3+1 DAİRE",2750000.0,3,150,8,2
"FEVZİ ÇAKMAK MAHALLESİNDE ,SİTE İÇESİNDE EŞYALI LÜKS 4+1 DAİRE",3950000.0,4,178,8,5
AHİMESUD'DA_4+1_SÜPER_LÜX_K.OTOPARKLI_KİLERLİ_ÇİFT_ASANSÖRLÜ,5999000.0,4,170,2,7
HİLAL'DEN KARAPÜRÇEKTE 3+1 CADDE ÜZERİNDE ÖN CEPHE DAİRE,1735000.0,3,135,0,1
HİLAL'DEN KARAPÜRÇEKTE 3+1 ÖN CEPHE MASRAFSIZ DAİRE,2000000.0,3,135,0,3
ÖYKÜMDEN BAĞLUMDA TAMAMINA KREDİLİ 3+1 SÜPER LÜX SIFIR DAİRE!!!!,2385000.0,3,140,4,4
ÖYKÜMDEN BADEMLİKTE KATTA FULL YAPILI 3+1 BALKONLU MASRAFSIZ!!!,2390000.0,3,125,4,1
 RÜYA EMLAKTAN YEŞİLTEPE MH 2+1 DAİRE ,1188000.0,2,90,4,1
RÜYA EMLAKTAN BAĞLAR BAŞI MH GİRİŞ KATTA 2+1 DAİRE ,1190000.0,2,95,4,0
 MARQA'DAN ETLİK MERKEZİ KONUMDA BAĞIMSIZ ULTRA LÜX YAPILI 3+1 !!,3450000.0,3,130,4,1
 ATAPARK MAHALLESİNDE KAÇIRILMAYACAK FIRSATTA ARA KAT GENİŞ 3+1 D...,2749000.0,3,145,4,2
 BAHÇELİEVLERDE MİLLİ KÜTÜPHANEYE YAKIN   2+1 2.KATTA ,2900000.0,2,100,10,2
 ꧁꧂EMRE EMLAKTAN꧁꧂MAREŞALÇAKMAK'TA ANA CADDE ÜZERİ YAPILI 3+1 SAT...,1700000.0,3,130,8,4
 Ayvalı Kardeşlerde Katta Tek Daire Yapılı 4+1,3950000.0,4,200,4,2
 NEXUS'DAN AYYILDIZ'DA SATILIK 3+1 DAİRE!,2575000.0,3,110,2,4
 ÇANKAYA ALACAATLI'DA MERKEZİ KONUMDA GENİŞ ÖNÜ AÇIK 4+1 FIRSAT D...,6350000.0,4,210,10,5
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1299000.0,3,130,8,0
 CİHAN DAN KARAKEÇİLİ CADDESİ OKULLAR BÖLGESİ SIFIR KATTA DAİRE,2580000.0,3,135,4,3
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1848000.0,3,130,8,2
POLATLI KARTALTEPE ALIŞVERİŞ VE YAŞAM MERKEZİNDE SATILIK DAİRE,2249000.0,3,161,6,12
Ş.G GAYRİMENKUL'DEN ŞEHİTLİK KAŞINDA 4+1 SATILIK DAİRE,2520000.0,4,180,6,2
Ş.G GAYRİMENKUL'DEN ŞEHİTLİK MAH 3+1 SATILIK DAİRE,1550000.0,3,150,6,5
MEV ANKARA'DAN ALTIAĞAÇ TOKİ'DE 2+1 DAİRE,1150000.0,2,80,5,0
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1548000.0,3,130,8,3
GOLD TAN YOZGAT BUL KENARI SİTE İÇİ TAKASA UYGUN ACİL 4+1 DAİRE_,5500000.0,4,215,4,6
ETLİK BAĞCI CAD ÜZERİ BAĞIMSIZ GENİŞ UYGUN FİYATA ACİL 3+1 DAİRE,1545000.0,3,135,4,0
▆▇█▓ ZİRVE ▓█▇▆DOĞUKENT CADDESİ YANI MASRAFSIZ 3+1 Y.GİRİŞ DAİRE,1864000.0,3,135,5,0
▆▇█▓ZİRVE▓█▇▆1080 CADDE ÜZERİ ORMAN MANZARALI FUL+FUL 3+1 DAİRE,2279000.0,3,135,5,3
▆▇█▓ZİRVE▓█▇▆YILIN FIRSATI DOĞUKENT CAD YANI G.BATI 3+1MASRAFSIZ,2049000.0,3,135,5,3
ANKARA EMLAK'TAN AŞIKPAŞA'DA SABAH SOKAKTA SATILIK DAİRE,2200000.0,2,85,10,0
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE UYGUN SIFIR DAİRE,2900000.0,3,145,8,4
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE UYGUN SIFIR DAİRE,2690000.0,3,137,8,1
BARUT EMLAK'tan HASTANE YAKINI TERAS BALKONLU 4+1 SİTE DAİRESİ,3750000.0,4,190,7,1
BARUT'tan KAPALI OTOPARKLI LÜKS DİZAYN ULTRA LÜKS SİTE DAİRESİ,3990000.0,4,200,7,1
BARUT'TAN LÜKS DİZAYN E. BANYOLU ASANSÖR 4+1 SIFIR ARA KAT DAİRE,3750000.0,4,150,7,2
ALTINDAĞ FERİDUNÇELİK MAH 4 CADDE 4CÜ KAT YAKINI YAPILI SIFIR SAT...,2300000.0,3,145,0,4
ÇOK ACİL'DE HİSAR MH KATTA ASANSÖRLÜ FULL+FULL YAPILI ARAKAT 3+1,2199000.0,3,125,4,2
KABİL CD 3+1 BAĞIMSIZ YALITIMLI İYİ PARTİ YANI OFİSE KONUTA,2980000.0,3,135,10,3
ÖVEÇLER 1059 CD 3+1 BALKONLU KOT 1,2100000.0,3,130,10,1
HİLAL'DEN KARAPÜRÇEKTE 3+1 CADDE ÜZERİNDE ÖN CEPHE DAİRE,1735000.0,3,135,0,1
HİLAL'DEN KARAPÜRÇEKTE 3+1 ÖN CEPHE MASRAFSIZ DAİRE,2000000.0,3,135,0,3
ÖYKÜMDEN BAĞLUMDA TAMAMINA KREDİLİ 3+1 SÜPER LÜX SIFIR DAİRE!!!!,2385000.0,3,140,4,4
ÖYKÜMDEN BADEMLİKTE KATTA FULL YAPILI 3+1 BALKONLU MASRAFSIZ!!!,2390000.0,3,125,4,1
 RÜYA EMLAKTAN YEŞİLTEPE MH 2+1 DAİRE ,1188000.0,2,90,4,1
RÜYA EMLAKTAN BAĞLAR BAŞI MH GİRİŞ KATTA 2+1 DAİRE ,1190000.0,2,95,4,0
AYRANCI TİREBOLU SOKAK 2.KATTA 3+1 ASANSÖRLÜ OTOPARKLI KOMBİLİ,3650000.0,3,125,10,2
"TURAN GÜNEŞ BULV.YAKINI,HOLLANDA ELÇİLİĞİ YAKINI,2,5+1,110 M2,KOM...",2650000.0,2,110,10,1
ASANSÖRLÜ SIFIR EBEVEYN BANYOLU 3+1 KATTA SATILIK DAİRE,3200000.0,3,130,2,3
ERYAMAN EREN GAYRİMENKUL DEN 3ETAP MERKEZDE ARAKAT EŞYALI 1+1,1680000.0,1,52,2,2
BOZKIR'DAN İKİ BLOKLU GÜVENLİKLİ GENİŞ KULLANIŞLI SİTEDE SATILIK ...,3649000.0,3,150,4,9
KARAPÜRÇEKTE YEŞİL VADİ KONUTLARINDA SİTE İÇERİSİ 10. KAT DAİRE,3930000.0,3,160,0,10
 ▄KALE▄EŞSİZ YAPI SÜPER KONUM! ŞEHİTLER CADDE YANI ULTRA LÜKS 3+1...,2879000.0,3,145,5,2
 YILMAZ GAYRİMENKULDEN KACIRILMAYACAK 3+1 FIRSAT DAİRESİ         ...,1948000.0,3,130,8,2
ACİLL YAPRACIK TOKİLERDE SATILIK 2+1 DAİRELER,3400000.0,2,104,2,7
 Saimekadında full yapılı satılık daire,1750000.0,3,115,5,1
 TUZLUÇAYIRDA ISI YALITIMLI İSKANLI SATILIK DAİRE,1150000.0,2,85,5,0
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  3+1 ACIL FIRSAT DAIRESİ  ...,1889000.0,3,130,8,0
 ÜNSAL'DAN | PİYADE-GİMSA YAKINI | 3.KAT 3+1 | FUL | İSKANL,2499000.0,3,125,2,3
ACİL SATILIK SİMGE ŞEHİR 2 ,2610000.0,3,115,2,10
SİNCAN MAREŞAL ÇAKMAK MAH 3+1 ARA KATTA ULTRA LÜKS YAPILI DAİRE,2250000.0,3,130,8,2
 DEMİRLİBAHÇE'DE TREN İSTASYONU YAKINI 3+1 KATTA EŞYALI SATILIK D...,1550000.0,3,100,5,3
 SİNCAN PLEVNE MAHALLESİNDE 3+1 BAĞIMSIZ ARA KATTA SATILIK KUPON ...,1495000.0,3,115,8,1
ETLİK ŞEHİR HASTANE YAKINI FUL YAPILI KATTA ASANSÖRLÜ GENİŞ 3+1 D...,2999000.0,3,140,9,6
 SİNCAN MAREŞAL ÇAKMAK MAHALLESİNDE 3+1 ÇİFT BALKONLU MERKEZE YAK...,1460000.0,3,110,8,5
 KARAPÜRÇEK MAHALLESİ 3+1 YÜKSEK GİRİŞ MANTOLAMALI MASRAFSIZ SATL...,1900000.0,3,140,0,0
SİNCAN MAREŞAL ÇAKMAK MAHALLESİNDE YAPILI 3+1 MERKEZİ KONUMDA SAT...,1585000.0,3,110,8,0
SİNCAN SARAYCIK MAH 4+1 BAĞIMSIZ KATTA ÖN CEPHE ULTRA LÜKS DAİRE,3950000.0,4,180,8,9
YATIRIMLIK FIRSAT DAİRE ABİDİNPAŞA MERKEZİ 2.KAT 2+1 DAİRE,1500000.0,2,75,5,2
 FIRSAT | ALSANCAK-BAĞLICA YAKINI | SIFIR ASANSÖRLÜ 2+1 ÇİFT BANY...,3499000.0,2,100,2,2
 SİNCAN PLEVNE MAHALLESİNDE 3+1 BAĞIMSIZ ARA KATTA SATILIK KUPON ...,1495000.0,3,115,8,1
ETLİK ŞEHİR HASTANE YAKINI FUL YAPILI KATTA ASANSÖRLÜ GENİŞ 3+1 D...,2999000.0,3,140,9,6
 SİNCAN MAREŞAL ÇAKMAK MAHALLESİNDE 3+1 ÇİFT BALKONLU MERKEZE YAK...,1460000.0,3,110,8,5
 KARAPÜRÇEK MAHALLESİ 3+1 YÜKSEK GİRİŞ MANTOLAMALI MASRAFSIZ SATL...,1900000.0,3,140,0,0
SİNCAN MAREŞAL ÇAKMAK MAHALLESİNDE YAPILI 3+1 MERKEZİ KONUMDA SAT...,1585000.0,3,110,8,0
SİNCAN SARAYCIK MAH 4+1 BAĞIMSIZ KATTA ÖN CEPHE ULTRA LÜKS DAİRE,3950000.0,4,180,8,9
YATIRIMLIK FIRSAT DAİRE ABİDİNPAŞA MERKEZİ 2.KAT 2+1 DAİRE,1500000.0,2,75,5,2
 FIRSAT | ALSANCAK-BAĞLICA YAKINI | SIFIR ASANSÖRLÜ 2+1 ÇİFT BANY...,3499000.0,2,100,2,2
ETİMESGUT K.KARABEKİR MAH.DE SATILIK 2+1 YÜKSEK GİRİŞ,1580000.0,2,110,2,0
ETİMESGUT İSTASYON MAH.DE FULL YAPILI SATILIK 3+1,1639000.0,3,120,2,0
 TD EMLAKTAN TANDOĞAN MAHALLESİNDE ACİL SATILIK 3+1 ARAKAT SATILI...,1859000.0,3,120,8,1
 LEVENT'TEN DİKMEN VADİSİ 4.ETAP CEPHELİ 3+1 BAHÇE KATI BAHÇE ÇIK...,1800000.0,3,105,10,2
MÜHYE VADİ KONUTLARINDA VADİ CEPHELİ MUHTEŞEM 3+1,5100000.0,3,120,10,15
BAŞKENT DÖNÜŞÜM EMLAKTAN MÜHYE VADİ KONUTLARINDA KUPON DAİRE,4450000.0,3,120,10,1
BAŞKENT DÖNÜŞÜM EMLAKTAN MÜHYE VADİ KONUTLARINDA FIRSAT DAİRE!!!,4750000.0,3,120,10,5
 SR EMLAK'TAN ANDİÇEN MAH'DE 3+1 120m² ÖN CEPHE KATTA ULAŞIMA YAK...,2030000.0,3,125,8,3
 TD EMLAKTAN MAREŞAL ÇAKMAK'TA ACİL SATILIK 3+1 ARAKAT SATILIK DA...,1959000.0,3,120,8,2
 SERDAR EMLKA TAN 5 + 1 GİYİNME ODALI ÇİFT BANYOLU YAPILI 3 KATLI...,5200000.0,5,335,7,0
 KEÇİÖRENDE 4+1ASANSÖRLÜ İSKANLI MASRAFSIZ EBEVEYN BANYOLU SATILI,2890000.0,4,165,4,1
SİNCAN TANDOĞAN MH 6+2 BAĞIMSIZ ÖN CEPHE TEK TAPU ÇİFT DAİRE,3799000.0,6,280,8,3
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN SIFIR ASANSÖRLÜ 2+1 GİRİŞ KAT ...,2000000.0,2,120,7,0
 SR EMLAK'TAN SİNCAN AHİEVRAN MAH'DE 3+1 115m² BAĞIMSIZ KATTA ÖN ...,2050000.0,3,135,8,3
 SR EMLAK'TAN SİNCAN MAREŞAL ÇAKMAK MAH'DE 2+1 110m² ÖN CEPHE BAĞ...,1600000.0,2,115,8,0
"SİNCAN PINARBAŞI MH 3+2 FUL YAPILI ÇİFT MUTFAK,BANYO KATTA DAİRE",2579000.0,3,220,8,2
 ORAK İNŞAAT EMLAK'TAN YEŞİLABYIRDA KAT KONUMUNDA ASANSÖRLÜ 3+1 D,1480000.0,3,110,5,1
 SIFIR SİTE KONSEPTİNDE-İSKANLI-K.OTOPARK-ETLİK Ş.HAST ULAŞIM KLY,2849000.0,2,105,4,2
 ORAK İNŞAAT EMLAK'TAN 2KAT KONUMUNDA MASRAFSIZ SÜPER GENİŞ DAİRE,1700000.0,3,130,5,2
 BAĞLICA HİLAL PARK KONUTLARINDA CADDE ÜZERİNDE 4+1 EBEVEYN BANYO...,3900000.0,4,155,2,0
 FIRSAT | ELVAN-ALTUNBİLEKLER MARKET YAKINI | 2+1 | FUL+FUL,1399000.0,2,85,2,0
CEM EMLAKTAN YUKSELTEPEDE SATILIK DAIRE,2300000.0,3,140,4,1
 SAİMEKADIN GÖBEK YAKININDA FULL YAPILI BAĞIMSIZ SALON BALKONLU 3...,1625000.0,3,115,5,0
 19 MAYIS'TA YUNUS EMRE CADDESİ YAKININDA 2+1 MASRAFSIZ SATILIK D...,1325000.0,2,100,4,1
FARABİ SOKAK'TA KÖŞE KONUMLU BAKIMLI 3+1 SATILIK FIRSAT DAİRE,4750000.0,3,120,10,3
_YETİMOĞLUNDAN_YENİ BİNADA MERKEZİ KONUM {ARAKAT} 3+1,2650000.0,3,135,9,2
-EMSALİ YOK- STA TOWERS DA KAÇMAZ 4+1 FIRSAT DAİRESİ !,3395000.0,4,200,4,0
 TD EMLAKTAN ACİL SATILIK İÇİ YENİLENMİŞ 3+1 1.KAT SATILIK DAİRE,1859000.0,3,120,8,1
ANKARA ALTINDAĞ KUZEY ANKARA TOKİDE 4+1//135m2 GİRİŞ,1775000.0,4,145,0,0
ANKARA SİNCAN MARAŞAL ÇAKMAK MAH ANKARA CADDESİ 3+1 KATTA SATILIK...,1595000.0,3,120,8,0
ÇALDIRAN MAHALLESİNDE KATTA 3+1 YAPILI MASRAFSIZ DAİRE,1850000.0,3,130,4,3
 NEXUS'DAN OĞUZLAR MAHALLESİNDE SATILIK FULL YAPILI 3+1 DAİRE!,2730000.0,3,123,2,3
TOPRAK EMLAKTAN ANK KEÇİÖREN BADEMLIK MAH DE 3+1 DAIRE,2150000.0,3,135,4,1
AŞAĞI EĞLENCEDE GATA HASTANESİ KARŞISI YÜKSEK KİRA GETİRİLİ FULL+...,1590000.0,2,100,4,2
YONCA EMLAK EGE MAH. HAVUZLU SİTEDE 3+1 ACİL SATILIK DAİRE,4000000.0,3,145,5,7
 SATILIK DAİRE ,2150000.0,3,120,5,2
 MAMAK CADDE ÜZERİNDE ÖN CEPHEDE BAKIMLI YÜKSEK KİRA GETİRİLİ 3+1...,1950000.0,3,110,5,3
 NEXUS'DAN AYYILDIZ'DA SATILIK GENİŞ 3+1 DAİRE!,2800000.0,3,155,2,0
 3+1 SİTE İÇİ GÜVENLİKLİ ÇOCUK OYUN ALANLI ŞEHİR HASTANESİ YAKINI,2625000.0,3,138,4,13
 ACİLLL SATILIK PURSAKLAR 5 YOLA YAKIN İŞYERİ OLARAKDA KULLANILAB...,1650000.0,3,125,7,3
YENİKENT FEVZİ ÇAKMAK DA ARA KATTA KÖŞE BAŞI 3+1 SIFIR DAİRE ,2350000.0,3,135,8,2
 İnönü Yargı1'de Ferah 3+1 Daire,3650000.0,3,135,9,2
 ANKARA KALESİ MANZARALI SİTE İÇERİSİNDE 3+1 YAPILI DAİRE,2350000.0,3,120,0,5
 Yenimahalle Merkezde İçi Yapılı Satılık Daire,2500000.0,2,90,9,3
 SATILIK LÜX DAİRE,3300000.0,3,150,5,4
" LEVENT'TEN ÇETİNEMEÇ BULVARI-HAKİMEVİ-POLİSEVİ YAKINI 3+1,120M2 ...",2800000.0,3,120,10,2
 ETLİK SANCAKTEPEDE 2 KAT GÜNEY 3+1 DAİRE,2950000.0,3,130,4,2
 AYVALI'DA CADDE ÜZERİ PARK MANZARALI ÇİFT ASANSÖRLÜ & SIFIR 4+1,3199000.0,4,180,4,4
 GATA YAKINI 3+1 BAĞİMSIZ 2 KATTA ,2600000.0,3,130,4,2
YONCA EMLAK DURALİ ALIÇ MAH. 3+1 SATILIK FULL YAPILI DAİRE ,3100000.0,3,165,5,1
 VİP CLASS'TAN ETLİK MERKEZDE OSMANLI İŞ MERKEZİ YÜRÜME MESAFESİN...,3450000.0,3,110,4,3
 ▄█ELİT EMLAK'TAN█▄ ACİL!!! 1.KATTA 3+1 SIFIR FIRSAT DAİRESİ,1600000.0,3,130,5,1
AŞAĞI AĞLENCEYE YAKKN 4+1 MANZARALI DUBLEX,2499000.0,4,200,4,0
MAREŞAL CAKMAK MAH.3+1 ARAKATTA UYGUN FIYATLI DAIREMIZ !,1635000.0,3,120,8,3
UMUT EVİM EMLAKTAN YAPILI İSKANLI SIFIR 3+1 DAİRE KATTA,2700000.0,3,145,4,4
 ULUKAN'DAN PLEVNE MAH'DE 3+1 ARA KATTA BAĞIMSIZ ASANSÖRLÜ DAİRE,1885000.0,3,120,8,1
"HISAR'DA MASRAFSIZ TAM YATIRIMLIK NET 140 M2 3+1 DAİRE,,",2490000.0,3,140,4,2
 AŞAĞIEĞLENCE GÖBEĞE YAKIN YILIN SON FIRSAT DAİRESİ 3+1 MASRAFSIZ...,1950000.0,3,130,4,3
 OSMANLI İŞ MERKEZİ YAKINI ARA KATTA BAĞIMSIZ MASRAFSIZ 2+1 DAİRE,1750000.0,2,100,4,0
 2023'ÜN SON FIRSAT DAİRESİ[İMZA]'DAN KUŞCAĞIZ'DA KATTA 3+1DAİRE!,1789000.0,3,130,4,3
 ETLİK AYVALI'DA YENİ BİNADA GİRİŞ KAT FULL+FULL YAPILI KAÇMAZ 2+...,1790000.0,2,90,4,0
SATLKK DAİRE ETİMESGUT  ETİLER MAH ,3749000.0,3,145,2,2
" ▄█ELİT EMLAK'TAN█▄ OKULLAR,CADDE DİBİ ASANSÖR,MONTALAMALI SIFIR ...",1275000.0,2,110,5,2
 ▃▅▆▇BİRİKİM'DEN▇▆▅▃HOCALI CADDE YAKINI ARA KATTA 3+1 KELEPİR DAİ...,1650000.0,3,110,5,2
 SATILIK FAHRİKORUTÜRKT MAHALLESİNDE GENİŞ FERAH MASRAFSIZ 4+1 DU...,2450000.0,4,270,5,0
ETİMESGUT SÜVARİ MAH. YAPILI ÖN CEPHE 3+1 ACİL SATILIK,2229000.0,3,125,2,3
 *** 29 MAYIS HASTAHANE YANI YAPILI 3+1 SATILIK DAİRE ***,4650000.0,3,140,10,1
" LEVENT'TEN SOKULLU CADDESİ YAKINI 3+1,125M2 BAĞIMSIZ SALON ARA K...",3450000.0,3,125,10,1
 ANTARES AVM YILDIRIM BEYAZIT. ÜNİ. YAKINI KATTA 2+1 BAĞIMSIZ,1750000.0,2,115,4,1
 RELAX'TAN ETLİK AŞAĞI EĞLENCE'DE 1.KAT 3+1 İSKANLI MANTOLU DAİRE,2049000.0,3,120,4,1
 SANCAKTEPE MAHALLESİNDE SARIKAMIŞ CADDE ÜZERİ KATTA ÖNÜ AÇIK SAT...,2390000.0,3,130,4,1
 ꧁꧂EMRE EMLAKTAN꧁꧂30 AĞUSTOS'TA FULL+FULL YAPILI ARAKATTA 3+1 SAT...,2349000.0,3,140,2,1
 RELAX'TAN AYVALI MERKEZDE İSKANLI FULL YAPILI 3+1 KAÇMAZ FİYAT,1549000.0,3,110,4,0
 RELAX'TAN ETLİK'TE 1.KAT 3+1 BAĞIMSIZ 125M2 SÜPER KONUM FIRSAT !,2595000.0,3,135,4,1
 YÜKSELTEPE'DE ARA KATTA 130 M2 FULL YAPILI 3+1 SATILIK DAİRE,2790000.0,3,130,4,2
 KEÇİÖREN AYVALI MAHALLESİNDE 3+1 FULL YAPILI FIRSAT DAİRE,2900000.0,3,120,4,1
 AKİF'ten AYYILDIZ'da 3+1 SİTE İÇİ ÇARŞI YANI AHİMESUT BULVARI YA...,2100000.0,3,110,2,4
Yenikent Necip Fazıl Bulvarın da Yol Cepheli ara katta 3+1 Satılı...,1995000.0,3,130,8,1
 GÖLBAŞI MERKEZİNDE / EYMİR MAHALLESİNDE FULL YAPILI 3+1 ,3000000.0,3,125,3,0
 CİHANDAN KARAHÖYÜK CAD ÜZERİ FULL YAPILI MANZARALI BOL GÜNEŞ 4+1,4100000.0,4,180,9,10
